name,link,price,review_count,review_percentage,game_tags,Review_Category
September 7th,https://store.steampowered.com/app/2249160/September_7th/?snr=1_7_7_230_150_41,3.0,1844,87,"['Horror', 'Exploration', 'Walking Simulator', '3D Platformer', 'Psychological Horror', 'First-Person', '3D', 'Simulation', 'Linear', 'Realistic', 'Psychedelic', 'Psychological', 'Atmospheric', 'Cinematic', 'Old School', 'Singleplayer', 'Retro', 'Indie', ""1990's"", 'Multiplayer']",1000-5000
The Invincible,https://store.steampowered.com/app/731040/The_Invincible/?snr=1_7_7_230_150_41,13.99,3300,84,"['Robots', 'Adventure', 'Walking Simulator', 'Futuristic', 'Multiple Endings', 'Conversation', 'Mystery', 'Female Protagonist', 'Thriller', 'Sci-fi', 'Choices Matter', 'Space', 'Science', 'Story Rich', 'Singleplayer', 'Aliens', 'Nonlinear', 'Interactive Fiction', 'First-Person', 'Narration']",1000-5000
West Hunt,https://store.steampowered.com/app/1570330/West_Hunt/?snr=1_7_7_230_150_41,9.99,1251,81,"['Social Deduction', 'Multiplayer', 'Party Game', 'Online Co-Op', 'PvP', 'Team-Based', 'Funny', 'Stealth', 'Survival', 'Western', 'Detective', 'Strategy', 'Assassin', 'Competitive', 'Casual', 'Third-Person Shooter', 'Action RPG', '3D', 'Indie', 'Third Person']",1000-5000
Gunsmith Simulator,https://store.steampowered.com/app/1101120/Gunsmith_Simulator/?snr=1_7_7_230_150_42,10.49,1772,76,"['Simulation', 'Early Access', 'Singleplayer', 'Realistic', 'Military', 'Puzzle', 'First-Person', 'America', 'Shooter', 'Management', 'Inventory Management', 'FPS', 'Minigames', 'Action', 'Tactical', 'Sandbox', 'Open World', 'War', 'Co-op', 'Moddable']",1000-5000
BOKURA,https://store.steampowered.com/app/1801110/BOKURA/?snr=1_7_7_230_150_42,3.3,4817,91,"['Action', 'Adventure', 'Online Co-Op', 'Pixel Graphics', 'Co-op', '2D', 'Action-Adventure', 'Multiplayer', 'Story Rich', 'Puzzle Platformer', 'Indie', 'Psychological Horror', 'Casual', 'Local Co-Op', 'Local Multiplayer', 'Cute', 'Emotional', 'Drama', 'Atmospheric', 'Early Access']",1000-5000
Rising Front,https://store.steampowered.com/app/1560250/Rising_Front/?snr=1_7_7_230_150_42,14.99,2080,82,"['War', 'World War I', 'Sandbox', 'Action', 'FPS', 'Singleplayer', 'Shooter', 'Simulation', 'Strategy', 'Historical', 'First-Person', 'Wargame', 'Action RTS', '3D', 'Real Time Tactics', 'Cinematic', 'Realistic', 'Stylized', 'Atmospheric', 'Early Access']",1000-5000
Survive the Nights,https://store.steampowered.com/app/541300/Survive_the_Nights/?snr=1_7_7_230_150_42,7.2,2758,82,"['Sandbox', 'Adventure', 'FPS', 'PvE', 'Multiplayer', 'Post-apocalyptic', 'Realistic', 'Zombies', 'Action', 'Online Co-Op', 'First-Person', 'Massively Multiplayer', 'Combat', 'Co-op', 'Survival', 'Inventory Management', 'RPG', 'Atmospheric', 'Early Access', 'Open World Survival Craft']",1000-5000
Minami Lane,https://store.steampowered.com/app/2678990/Minami_Lane/?snr=1_7_7_230_150_42,2.99,1779,97,"['Casual', 'Cute', 'Life Sim', 'Colorful', 'Relaxing', 'Simulation', 'Management', 'Indie', 'Cozy', 'Strategy', 'City Builder', 'Resource Management', 'Isometric', 'Stylized', 'Hand-drawn', 'Cats', 'Singleplayer', 'Building', 'Hidden Object', '2D']",1000-5000
Tainted Grail: The Fall of Avalon,https://store.steampowered.com/app/1466060/Tainted_Grail_The_Fall_of_Avalon/?snr=1_7_7_230_150_42,29.99,2351,84,"['Early Access', 'Open World', 'Dark Fantasy', 'RPG', 'Exploration', 'Survival Horror', 'Character Customization', 'First-Person', 'Action RPG', 'Choices Matter', 'Immersive Sim', 'Singleplayer', 'FPS', 'Nonlinear', 'Narrative', 'Action', 'Multiple Endings', 'Immersive', 'Story Rich', 'Lore-Rich']",1000-5000
Poly Bridge 3,https://store.steampowered.com/app/1850160/Poly_Bridge_3/?snr=1_7_7_230_150_42,9.99,1083,93,"['Simulation', 'Puzzle', '3D', 'Building', 'Cartoon', 'Colorful', 'Physics', 'Level Editor', 'Stylized', 'Funny', 'Crafting', 'Singleplayer', 'Moddable']",1000-5000
"Gunner, HEAT, PC!",https://store.steampowered.com/app/1705180/Gunner_HEAT_PC/?snr=1_7_7_230_150_42,14.99,3860,94,"['Early Access', 'Simulation', 'Tanks', 'Realistic', 'Military', 'Vehicular Combat', 'Immersive Sim', 'Cold War', '1980s', 'Modern', 'Historical', 'Action', 'Shooter', 'FPS', 'Wargame', '3D', 'First-Person', 'Third Person', 'Alternate History', 'Destruction']",1000-5000
Stolen Realm,https://store.steampowered.com/app/1330000/Stolen_Realm/?snr=1_7_7_230_150_43,10.49,2126,81,"['Turn-Based Tactics', 'Party-Based RPG', 'Tactical RPG', 'CRPG', 'Turn-Based Strategy', 'RPG', 'Character Customization', 'Online Co-Op', 'Strategy', 'Turn-Based Combat', 'Multiplayer', 'Top-Down', 'Loot', 'Tactical', 'Local Co-Op', 'Adventure', 'Board Game', 'Class-Based', 'Tabletop', 'Singleplayer']",1000-5000
Sherlock Holmes Chapter One,https://store.steampowered.com/app/1137300/Sherlock_Holmes_Chapter_One/?snr=1_7_7_230_150_43,50.98,2729,75,"['Detective', 'Open World', 'Story Rich', 'Mystery', 'Action', 'Crime', 'Choices Matter', 'Adventure', 'Action-Adventure', 'Investigation', 'Atmospheric', 'Combat', 'Exploration', 'Third Person', 'Multiple Endings', 'Narration', 'Psychological', 'Thriller', 'Emotional', 'Drama']",1000-5000
Instruments of Destruction,https://store.steampowered.com/app/1428100/Instruments_of_Destruction/?snr=1_7_7_230_150_43,19.99,1046,87,"['Destruction', 'Physics', 'Action', 'Simulation', '3D', 'Vehicular Combat', 'Driving', 'Action-Adventure', 'Shooter', 'Arcade', 'Automobile Sim', 'Modern', 'Singleplayer', 'Third-Person Shooter', 'Racing', 'Tanks', 'Mechs', 'Stylized', 'Casual', 'Early Access']",1000-5000
Sengoku Dynasty,https://store.steampowered.com/app/1702010/Sengoku_Dynasty/?snr=1_7_7_230_150_43,14.99,3117,76,"['Early Access', 'Medieval', 'Life Sim', 'Open World', 'Survival', 'RPG', 'Building', 'Crafting', 'Exploration', 'Multiplayer', 'First-Person', 'Adventure', 'Historical', 'Co-op', 'Online Co-Op', 'Colony Sim', 'Singleplayer', 'Resource Management', 'Management', 'Third Person']",1000-5000
Dune: Imperium,https://store.steampowered.com/app/1689500/Dune_Imperium/?snr=1_7_7_230_150_43,11.5,1600,90,"['Strategy', 'Board Game', 'Deckbuilding', 'Sci-fi', 'Simulation', 'Grand Strategy', 'Card Game', 'Tabletop', 'Space Sim', 'Top-Down', 'Dystopian', 'Economy', 'Fantasy', 'Futuristic', 'Lore-Rich', 'Military', 'Political', 'Space', 'Choices Matter', 'Combat']",1000-5000
Lost Judgment,https://store.steampowered.com/app/2058190/Lost_Judgment/?snr=1_7_7_230_150_43,59.99,4297,90,"['Action', 'Adventure', ""Beat 'em up"", 'Action-Adventure', '3D Fighter', 'Cinematic', 'Hack and Slash', 'Realistic', 'Third Person', 'Crime', 'Conspiracy', 'Dark', 'Detective', 'Drama', 'Foreign', 'Investigation', 'Gambling', 'Martial Arts', 'Logic', 'Modern']",1000-5000
Returnal™,https://store.steampowered.com/app/1649240/Returnal/?snr=1_7_7_230_150_43,59.99,3928,68,"['Action', 'Bullet Hell', 'Roguelike', 'Co-op', 'Singleplayer', 'Female Protagonist', 'Online Co-Op', 'Action Roguelike', 'Space', 'Third-Person Shooter', 'Shooter', 'Multiplayer', 'Sci-fi', 'Difficult', 'Psychological Horror', 'Horror', 'Roguelite', 'Atmospheric', 'Volleyball', 'Arcade']",1000-5000
Dune: Imperium,https://store.steampowered.com/app/1689500/Dune_Imperium/?snr=1_7_7_230_150_44,11.5,1600,90,"['Strategy', 'Board Game', 'Deckbuilding', 'Sci-fi', 'Simulation', 'Grand Strategy', 'Card Game', 'Tabletop', 'Space Sim', 'Top-Down', 'Dystopian', 'Economy', 'Fantasy', 'Futuristic', 'Lore-Rich', 'Military', 'Political', 'Space', 'Choices Matter', 'Combat']",1000-5000
Hello Neighbor 2,https://store.steampowered.com/app/1321680/Hello_Neighbor_2/?snr=1_7_7_230_150_44,18.99,2023,88,"['Adventure', 'Puzzle', 'First-Person', 'Action-Adventure', 'Horror', 'Parkour', 'Singleplayer', 'Colorful', 'Atmospheric', 'Psychological Horror', 'Stealth', 'Action', 'Family Friendly', 'Survival Horror', 'Artificial Intelligence', 'Dark', 'Story Rich', 'Sandbox', 'Thriller', 'Funny']",1000-5000
Captain Tsubasa: Rise of New Champions,https://store.steampowered.com/app/1163550/Captain_Tsubasa_Rise_of_New_Champions/?snr=1_7_7_230_150_44,24.99,3729,74,"['Anime', 'Sports', 'RPG', 'Football (Soccer)', 'Action', 'Casual', 'Multiplayer', 'Character Customization', 'Singleplayer', 'Funny', 'Competitive', 'Arcade', 'Online Co-Op', 'PvP', 'Co-op', 'Management', '4 Player Local', 'Story Rich', 'Fighting', 'Trading Card Game']",1000-5000
SpaceBourne 2,https://store.steampowered.com/app/1646850/SpaceBourne_2/?snr=1_7_7_230_150_44,6.99,3319,81,"['Early Access', 'RPG', 'Space Sim', 'Flight', 'Base Building', '3D', 'First-Person', 'Third Person', 'Open World', 'Lore-Rich', 'Science', 'Space', 'Economy', 'Political', 'Management', 'Building', 'Mining', 'War', 'Strategy', 'Artificial Intelligence']",1000-5000
CRISIS CORE –FINAL FANTASY VII– REUNION,https://store.steampowered.com/app/1608070/CRISIS_CORE_FINAL_FANTASY_VII_REUNION/?snr=1_7_7_230_150_44,39.99,4631,82,"['Action', 'RPG', 'Adventure', 'JRPG', 'Action RPG', 'Action-Adventure', 'Party-Based RPG', 'Spectacle fighter', '3D', '3D Platformer', 'Cinematic', 'Third Person', 'Realistic', 'Drama', 'Fantasy', 'Magic', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Controller']",1000-5000
Warhammer Age of Sigmar: Realms of Ruin,https://store.steampowered.com/app/1844380/Warhammer_Age_of_Sigmar_Realms_of_Ruin/?snr=1_7_7_230_150_44,26.99,1408,55,"['Strategy', 'Action', 'Action RTS', 'RTS', 'Real Time Tactics', 'Fantasy', 'Wargame', '3D', 'Cinematic', 'Stylized', 'Story Rich', 'Lore-Rich', 'Multiplayer', 'PvP', 'Tactical', 'Controller', 'War', 'Combat', 'Warhammer 40K', 'Realistic']",1000-5000
Democracy 4,https://store.steampowered.com/app/1410710/Democracy_4/?snr=1_7_7_230_150_45,13.5,4800,72,"['Strategy', 'Political Sim', 'Politics', 'Simulation', 'Management', 'Economy', 'Political', 'Diplomacy', 'Grand Strategy', 'Choices Matter', 'Indie', 'Capitalism', 'Education', 'Modern', 'Philosophical', '2D', 'Illuminati', 'Minimalist', 'Turn-Based Strategy', 'Realistic']",1000-5000
Phantom Brigade,https://store.steampowered.com/app/553540/Phantom_Brigade/?snr=1_7_7_230_150_45,29.99,2654,78,"['Strategy', 'Mechs', 'Turn-Based Tactics', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Combat', 'Tactical', 'Military', 'Action', 'RPG', 'Moddable', 'Procedural Generation', 'Sci-fi', 'Space', 'Management', 'Robots', 'Singleplayer', 'Futuristic', 'Inventory Management', 'Indie']",1000-5000
Call of Juarez: Bound in Blood,https://store.steampowered.com/app/21980/Call_of_Juarez_Bound_in_Blood/?snr=1_7_7_230_150_45,6.49,3528,88,"['Western', 'Action', 'FPS', 'Multiplayer', 'Singleplayer', 'Shooter', 'First-Person', 'Open World', 'Adventure', 'Story Rich', 'Atmospheric', 'Historical', 'Bullet Time', 'Great Soundtrack', 'Controller', 'Co-op', 'Classic']",1000-5000
Beholder 3,https://store.steampowered.com/app/1570070/Beholder_3/?snr=1_7_7_230_150_45,9.29,1507,69,"['Simulation', 'Political Sim', 'Dystopian', 'Strategy', 'Point & Click', 'Choose Your Own Adventure', '2D', 'Dark', 'Atmospheric', 'Isometric', 'Management', 'Political', 'Dark Humor', 'Story Rich', 'LGBTQ+', 'Nonlinear', 'Multiple Endings', 'Choices Matter', 'Singleplayer', 'Indie']",1000-5000
TRYP FPV : The Drone Racer Simulator,https://store.steampowered.com/app/1881200/TRYP_FPV__The_Drone_Racer_Simulator/?snr=1_7_7_230_150_45,8.99,1803,75,"['Early Access', 'Simulation', 'Flight', 'Realistic', '3D', 'First-Person', 'Immersive Sim', 'Parkour', 'Physics', 'Racing', 'Open World', 'Sports', 'Indie', 'Controller', 'Science', 'eSports', 'Exploration', '6DOF', 'Singleplayer', 'Fast-Paced']",1000-5000
The Saboteur™,https://store.steampowered.com/app/24880/The_Saboteur/?snr=1_7_7_230_150_45,9.99,1056,89,"['Action', 'Adventure', 'Singleplayer', 'World War II', 'Third Person', 'Open World', 'Stealth', 'Parkour', 'Nudity', 'Noir']",1000-5000
Fear Therapy,https://store.steampowered.com/app/1695840/Fear_Therapy/?snr=1_7_7_230_150_45,4.99,3362,56,"['Horror', 'Multiplayer', 'Co-op', 'Psychological Horror', 'Early Access', 'Indie', 'Violent', 'First-Person', 'Survival Horror', 'Demons', 'Supernatural', 'PvP', 'Psychological', 'Dark', 'PvE', 'Thriller', 'Difficult', 'Realistic', 'Investigation', 'Mystery']",1000-5000
BOOK OF HOURS,https://store.steampowered.com/app/1028310/BOOK_OF_HOURS/?snr=1_7_7_230_150_45,12.49,2530,88,"['RPG', 'Card Game', 'Deckbuilding', 'Exploration', 'CRPG', 'Time Management', 'Tabletop', 'Strategy', 'Simulation', '2D', 'Lore-Rich', 'Resource Management', 'Historical', 'Crafting', 'Strategy RPG', 'Relaxing', 'Choices Matter', 'Management', 'Life Sim', 'Narration']",1000-5000
Bugsnax,https://store.steampowered.com/app/674140/Bugsnax/?snr=1_7_7_230_150_45,12.49,4667,94,"['Creature Collector', 'Adventure', 'LGBTQ+', 'Singleplayer', 'Comedy', 'Story Rich', 'First-Person', 'Cute', 'Puzzle', 'Exploration', 'Cartoony', 'Action', 'Casual', 'Colorful', 'Sandbox', 'Investigation', 'Physics', 'Multiple Endings', 'Narration', 'Family Friendly']",1000-5000
Class of '09,https://store.steampowered.com/app/1443200/Class_of_09/?snr=1_7_7_230_150_46,9.99,3163,98,"['Casual', 'RPG', 'Choose Your Own Adventure', 'Comedy', '2D', 'America', 'Third Person', 'Satire', 'Female Protagonist', 'Multiple Endings', 'Visual Novel', 'Nonlinear', 'Story Rich', 'Singleplayer', 'Sexual Content', 'Anime', 'Indie', 'Dark Comedy', 'Simulation', 'Psychological Horror']",1000-5000
Diplomacy is Not an Option,https://store.steampowered.com/app/1272320/Diplomacy_is_Not_an_Option/?snr=1_7_7_230_150_46,12.49,4860,77,"['Early Access', 'RTS', 'Sandbox', 'City Builder', 'Tower Defense', 'Strategy', 'Base Building', 'Building', 'Singleplayer', 'Survival', 'Action RTS', 'Medieval', 'Adventure', 'Management', 'Procedural Generation', 'War', '3D', 'Difficult', 'Indie', 'Combat']",1000-5000
A Total War Saga: TROY,https://store.steampowered.com/app/1099410/A_Total_War_Saga_TROY/?snr=1_7_7_230_150_46,39.99,2574,57,"['Strategy', 'Simulation', 'Historical', 'RTS', 'War', 'Action', 'Violent', 'Singleplayer', 'Mythology', 'Turn-Based Strategy', 'Grand Strategy', 'Multiplayer', 'Real Time Tactics', 'Fantasy', 'Sandbox', 'Adventure', 'Co-op', 'Massively Multiplayer', 'Real-Time with Pause', '4X']",1000-5000
Void Crew,https://store.steampowered.com/app/1063420/Void_Crew/?snr=1_7_7_230_150_46,14.99,2415,73,"['Space Sim', 'Co-op', 'Adventure', 'Multiplayer', 'Online Co-Op', 'First-Person', 'Action', 'Space', 'Exploration', 'Indie', 'Action-Adventure', 'Early Access', 'Futuristic', 'Colorful', 'Sci-fi', 'Flight', 'Character Customization', 'Combat', 'PvE', 'Singleplayer']",1000-5000
Let's Build a Zoo,https://store.steampowered.com/app/1547890/Lets_Build_a_Zoo/?snr=1_7_7_230_150_46,10.49,2905,97,"['Simulation', 'Pixel Graphics', 'Strategy', 'City Builder', 'Sandbox', 'Management', 'Building', 'Creature Collector', 'Cute', 'Resource Management', 'Colorful', 'Economy', 'Singleplayer', 'Relaxing', 'Open World', 'Indie', 'Dinosaurs']",1000-5000
Cyber Manhunt 2: New World,https://store.steampowered.com/app/2421410/Cyber_Manhunt_2_New_World/?snr=1_7_7_230_150_46,8.49,1409,91,"['Hacking', 'Story Rich', 'Dark Humor', 'Dystopian', 'Choices Matter', 'Mystery', 'Point & Click', 'Simulation', 'Clicker', 'RPG', 'Strategy', 'Drama', '2D', 'Casual', 'Detective', 'Word Game', 'Singleplayer', 'Puzzle', 'Immersive Sim', 'Early Access']",1000-5000
SurrounDead,https://store.steampowered.com/app/1645820/SurrounDead/?snr=1_7_7_230_150_46,6.59,4092,87,"['Zombies', 'Survival', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Exploration', 'Shooter', 'Third Person', 'Loot', 'Early Access', 'Indie', 'First-Person', 'Adventure', 'Action', 'PvE', 'Base Building', 'Third-Person Shooter', 'Open World Survival Craft', 'Action RPG']",1000-5000
The Escape: Together,https://store.steampowered.com/app/2242760/The_Escape_Together/?snr=1_7_7_230_150_46,2.99,1112,78,"['Early Access', 'Action', 'Exploration', 'Immersive Sim', 'Horror', 'First-Person', 'Realistic', 'Psychedelic', 'Dark', 'Demons', 'Emotional', 'Psychological Horror', 'Mystery', 'Survival Horror', 'Stealth', 'Artificial Intelligence', 'Female Protagonist', 'Multiple Endings', 'Co-op', 'Nonlinear']",1000-5000
Let's School,https://store.steampowered.com/app/1937500/Lets_School/?snr=1_7_7_230_150_47,10.49,4304,94,"['Management', 'City Builder', 'Strategy', 'Simulation', 'Sandbox', 'Building', 'Education', 'Medical Sim', 'Funny', 'Nature', 'Relaxing', 'Family Friendly', 'Singleplayer', 'Comedy', 'Time Management', 'Economy', '3D', 'Voxel', 'Open World', 'Indie']",1000-5000
Call of Juarez,https://store.steampowered.com/app/3020/Call_of_Juarez/?snr=1_7_7_230_150_47,6.49,2705,76,"['Western', 'Action', 'FPS', 'Shooter', 'Singleplayer', 'Adventure', 'First-Person', 'Atmospheric', 'Multiplayer', 'Stealth', 'Story Rich', 'Classic', 'Open World', 'Great Soundtrack', 'Violent', 'Bullet Time']",1000-5000
WAVESHAPER,https://store.steampowered.com/app/562260/WAVESHAPER/?snr=1_7_7_230_150_48,1.85,1038,91,"['Casual', 'Minimalist', 'Score Attack', 'Action', 'Indie', '2D', 'Runner', 'Difficult']",1000-5000
Five Dates,https://store.steampowered.com/app/1353270/Five_Dates/?snr=1_7_7_230_150_48,7.99,1959,82,"['FMV', 'Dating Sim', 'Choose Your Own Adventure', 'Choices Matter', 'Adventure', 'Visual Novel', 'Interactive Fiction', 'Point & Click', 'Sexual Content', 'Nudity', 'Simulation', 'Controller', 'Story Rich', 'Multiple Endings', 'Realistic', 'Relaxing', 'Romance', 'Comedy', 'Singleplayer', 'Conversation']",1000-5000
Crashlands,https://store.steampowered.com/app/391730/Crashlands/?snr=1_7_7_230_150_48,7.99,3974,92,"['Open World Survival Craft', 'RPG', 'Survival', 'Open World', 'Exploration', 'Crafting', 'Singleplayer', 'Adventure', 'Sandbox', 'Base Building', 'Indie', '2D', 'Building', 'Sci-fi', 'Top-Down', 'Comedy', 'Story Rich', 'Funny', 'Multiplayer', 'Female Protagonist']",1000-5000
Windowkill,https://store.steampowered.com/app/2726450/Windowkill/?snr=1_7_7_230_150_48,2.99,1197,96,"['Action', 'Indie', 'Action Roguelike', 'Bullet Hell', 'Arcade', 'Twin Stick Shooter', '2D', 'Moddable', 'Minimalist', 'Experimental', 'Perma Death', 'Score Attack', 'Singleplayer', 'Co-op', 'Roguelite', 'Local Co-Op', 'Controller', 'Local Multiplayer', 'Multiplayer', 'Gun Customization']",1000-5000
No Time to Relax,https://store.steampowered.com/app/829660/No_Time_to_Relax/?snr=1_7_7_230_150_48,7.79,1287,83,"['Multiplayer', '4 Player Local', 'Board Game', 'Funny', 'Casual', 'Strategy', 'Simulation', 'Local Multiplayer', 'Indie', 'Singleplayer', 'Controller', '2D', 'Cute', 'Relaxing', 'Strategy RPG', 'Cartoon', 'Cartoony', 'Time Management', 'Tabletop', 'Colorful']",1000-5000
WRC 8 FIA World Rally Championship,https://store.steampowered.com/app/1004750/WRC_8_FIA_World_Rally_Championship/?snr=1_7_7_230_150_48,14.99,1372,74,"['Singleplayer', 'Racing', 'Score Attack', 'Driving', 'Sports', 'Automobile Sim', 'Physics', 'PvP', 'Time Management', 'Management', 'Competitive', 'eSports', '3D', 'First-Person', 'Open World', 'Colorful', 'Third Person', 'Simulation', 'Realistic', 'Offroad']",1000-5000
Immortals Fenyx Rising,https://store.steampowered.com/app/2221920/Immortals_Fenyx_Rising/?snr=1_7_7_230_150_48,31.99,2604,71,"['Adventure', 'RPG', 'Open World', 'Mythology', 'Puzzle', 'Action-Adventure', 'Third Person', 'Action RPG', 'Action', 'Singleplayer', 'Character Customization', '3D', 'Female Protagonist', 'Story Rich', 'Exploration', 'Colorful', 'Combat', 'Fantasy', 'Historical', 'Magic']",1000-5000
SurrounDead,https://store.steampowered.com/app/1645820/SurrounDead/?snr=1_7_7_230_150_49,6.59,4092,87,"['Zombies', 'Survival', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Exploration', 'Shooter', 'Third Person', 'Loot', 'Early Access', 'Indie', 'First-Person', 'Adventure', 'Action', 'PvE', 'Base Building', 'Third-Person Shooter', 'Open World Survival Craft', 'Action RPG']",1000-5000
FOREWARNED,https://store.steampowered.com/app/1562420/FOREWARNED/?snr=1_7_7_230_150_49,7.29,4443,87,"['Horror', 'Online Co-Op', 'Survival Horror', 'Co-op', 'Multiplayer', 'Psychological Horror', 'VR', 'PvE', 'Survival', 'Action-Adventure', 'Asymmetric VR', 'Atmospheric', 'Dark', 'PvP', 'Exploration', 'Adventure', 'First-Person', 'Action', '3D', 'Singleplayer']",1000-5000
Amanda the Adventurer,https://store.steampowered.com/app/2166060/Amanda_the_Adventurer/?snr=1_7_7_230_150_49,4.99,4418,94,"['Horror', 'First-Person', 'Puzzle', ""1990's"", 'Old School', 'Mystery', 'Story Rich', 'Atmospheric', 'Adventure', 'Interactive Fiction', 'Point & Click', '3D', 'Choose Your Own Adventure', 'Exploration', 'Dark', 'Psychological Horror', 'Colorful', 'Stylized', 'Psychological', 'Supernatural']",1000-5000
Motor Town: Behind The Wheel,https://store.steampowered.com/app/1369670/Motor_Town_Behind_The_Wheel/?snr=1_7_7_230_150_49,10.49,3077,88,"['Early Access', 'Open World', 'Driving', 'Transportation', 'Automobile Sim', 'Simulation', 'Realistic', 'Relaxing', 'Immersive Sim', 'Economy', 'Exploration', 'Atmospheric', 'Racing', 'Management', 'Time Attack', 'Controller', 'Multiplayer', '3D', 'Casual', 'Singleplayer']",1000-5000
BMX Streets,https://store.steampowered.com/app/871540/BMX_Streets/?snr=1_7_7_230_150_49,39.99,1649,73,"['Simulation', 'Sports', 'Sandbox', '3D', 'BMX', 'Realistic', 'Controller', 'Open World', 'Multiplayer', 'Physics', 'Nonlinear', 'Casual', 'Indie', 'Singleplayer', 'Bikes', 'Skateboarding']",1000-5000
Easy Red 2,https://store.steampowered.com/app/1324780/Easy_Red_2/?snr=1_7_7_230_150_49,8.99,3970,89,"['World War II', 'Action', 'Singleplayer', 'Indie', 'Simulation', 'FPS', 'Strategy', 'Gore', 'Multiplayer', 'Violent', 'War', 'Sandbox', 'Shooter', 'Realistic', 'Atmospheric', 'Wargame', 'Historical', 'Immersive Sim', 'Team-Based', 'Grand Strategy']",1000-5000
Force of Nature 2: Ghost Keeper,https://store.steampowered.com/app/1316230/Force_of_Nature_2_Ghost_Keeper/?snr=1_7_7_230_150_50,8.49,1824,57,"['Open World', 'Survival', 'Crafting', 'Sandbox', 'Base Building', 'Fantasy', 'Building', 'Exploration', 'Character Customization', 'Story Rich', 'Action', 'RPG', 'Open World Survival Craft', 'Dark Fantasy', 'Atmospheric', 'Management', 'Action RPG', 'Magic', 'Adventure', 'Singleplayer']",1000-5000
Turing Complete,https://store.steampowered.com/app/1444480/Turing_Complete/?snr=1_7_7_230_150_50,19.99,2729,96,"['Programming', 'Logic', 'Education', 'Puzzle', 'Simulation', 'Hacking', 'Building', 'Automation', 'Early Access', '2D', 'Singleplayer', 'Sci-fi', 'Stylized', 'Difficult', 'Psychological Horror']",1000-5000
Rival Stars Horse Racing: Desktop Edition,https://store.steampowered.com/app/1166860/Rival_Stars_Horse_Racing_Desktop_Edition/?snr=1_7_7_230_150_50,18.99,3328,92,"['Horses', 'Racing', 'Immersive Sim', 'Sports', 'Management', 'PvP', 'Competitive', 'Character Customization', 'Farming Sim', 'RPG', '3D', 'Story Rich', 'Casual', 'Simulation', 'Strategy', 'Realistic', 'Family Friendly', 'Emotional', 'Multiplayer', 'Singleplayer']",1000-5000
BLACKTAIL,https://store.steampowered.com/app/1532690/BLACKTAIL/?snr=1_7_7_230_150_50,20.99,1284,71,"['Story Rich', 'Action-Adventure', 'Archery', 'Mythology', 'Atmospheric', 'Dark Fantasy', 'Open World', 'First-Person', 'Choices Matter', 'Exploration', 'Dark Humor', 'Female Protagonist', 'Action RPG', 'Surreal', 'Singleplayer', 'Colorful', 'Medieval', 'Action', 'FPS', 'Multiple Endings']",1000-5000
Boxes: Lost Fragments,https://store.steampowered.com/app/2019810/Boxes_Lost_Fragments/?snr=1_7_7_230_150_50,7.99,1034,91,"['Adventure', 'Puzzle', 'Mystery', 'Casual', 'Point & Click', '3D', 'Atmospheric', 'Story Rich', 'Hidden Object', 'Indie', 'Clicker', 'Cinematic', 'Singleplayer', '3D Vision', 'Stylized', 'Narration']",1000-5000
UNDYING,https://store.steampowered.com/app/638990/UNDYING/?snr=1_7_7_230_150_50,19.99,1349,50,"['Story Rich', 'Multiple Endings', 'Action RPG', 'Survival', 'Adventure', 'Zombies', 'Female Protagonist', 'Post-apocalyptic', 'Crafting', 'Top-Down', 'Horror', 'Abstract', 'Cooking', 'Cinematic', 'Dark Fantasy', 'RPG', 'Third Person', 'Open World', 'Action', 'Fantasy']",1000-5000
PGA TOUR 2K23,https://store.steampowered.com/app/1588010/PGA_TOUR_2K23/?snr=1_7_7_230_150_50,59.99,3646,84,"['Sports', 'Simulation', 'RPG', 'Golf', 'Third Person', 'PvP', 'Singleplayer', 'Local Co-Op', 'Local Multiplayer', 'Controller', '4 Player Local']",1000-5000
Necromunda: Hired Gun,https://store.steampowered.com/app/1222370/Necromunda_Hired_Gun/?snr=1_7_7_230_150_50,27.99,4925,52,"['Action', 'Warhammer 40K', 'Adventure', 'FPS', 'Shooter', 'Gore', 'Singleplayer', 'First-Person', 'Violent', 'Action-Adventure', 'Games Workshop', 'Combat', 'Dog', 'Character Customization', 'Female Protagonist', 'Looter Shooter', 'Cyberpunk', 'Open World', 'Nudity', 'Indie']",1000-5000
The Jackbox Party Pack 6,https://store.steampowered.com/app/1005300/The_Jackbox_Party_Pack_6/?snr=1_7_7_230_150_50,14.99,2100,100,"['Trivia', 'Casual', 'Multiplayer', 'Indie', 'Local Multiplayer', 'Party', 'Funny', 'Comedy', 'Board Game', 'Party Game', 'Local Co-Op', 'Family Friendly', 'Co-op', 'Strategy', 'Social Deduction', 'Singleplayer']",1000-5000
