name,link,price,review_count,review_percentage,game_tags,Review_Category
Going Medieval,https://store.steampowered.com/app/1029780/Going_Medieval/?snr=1_7_7_230_150_44,12.49,13477,83,"['Early Access', 'City Builder', 'Colony Sim', 'Medieval', 'Strategy', 'Building', 'Survival', 'Simulation', 'Base Building', 'Management', 'Crafting', 'Sandbox', 'Open World', 'RPG', 'Resource Management', 'RTS', 'Singleplayer', '3D', 'Procedural Generation', 'Stylized']",5000-25000
Prototype 2,https://store.steampowered.com/app/115320/Prototype_2/?snr=1_7_7_230_150_45,39.99,8876,79,"['Action', 'Open World', 'Gore', 'Superhero', 'Third Person', 'Violent', 'Adventure', 'Singleplayer', 'Zombies', 'Parkour', 'Hack and Slash', 'Sandbox', 'Sci-fi', 'Story Rich', 'RPG', 'Multiplayer', 'Horror', 'Stealth', 'Atmospheric', 'Co-op']",5000-25000
Cat Goes Fishing,https://store.steampowered.com/app/343780/Cat_Goes_Fishing/?snr=1_7_7_230_150_45,3.99,10755,95,"['Fishing', 'Cats', 'Casual', 'Cute', 'Relaxing', 'Singleplayer', 'Indie', '2D', 'Simulation', 'Underwater', 'Arcade', 'Puzzle', 'Family Friendly', 'Funny', 'Difficult', 'Action', 'Psychological Horror', 'Adventure', 'Multiplayer', 'Souls-like']",5000-25000
Mount & Blade: With Fire & Sword,https://store.steampowered.com/app/48720/Mount__Blade_With_Fire__Sword/?snr=1_7_7_230_150_45,3.99,10483,80,"['RPG', 'Open World', 'Medieval', 'Action', 'Strategy', 'Historical', 'Multiplayer', 'War', 'Sandbox', 'Singleplayer', 'Third Person', 'Adventure', 'Character Customization', 'First-Person', 'Horses', 'Moddable', 'Simulation', 'Action RPG', 'Based On A Novel', 'Indie']",5000-25000
Sonic Frontiers,https://store.steampowered.com/app/1237320/Sonic_Frontiers/?snr=1_7_7_230_150_45,59.99,17197,80,"['Great Soundtrack', 'Open World', 'Adventure', '3D Platformer', 'Action', 'Exploration', 'Action-Adventure', 'Singleplayer', 'Fast-Paced', '3D', 'Third Person', 'Platformer', 'Story Rich', 'Lore-Rich', 'Combat', 'Colorful', 'Fantasy', 'Action RPG', 'Comedy', 'Mature']",5000-25000
Mini Motorways,https://store.steampowered.com/app/1127500/Mini_Motorways/?snr=1_7_7_230_150_46,5.79,18409,98,"['Strategy', 'Simulation', 'Casual', 'Indie', 'Management', 'Minimalist', 'Puzzle', 'Relaxing', 'Transportation', 'Building', 'Stylized', 'Singleplayer', 'Top-Down', 'Beautiful', 'City Builder', 'Family Friendly', 'Great Soundtrack', 'Resource Management', 'Touch-Friendly', 'Multiplayer']",5000-25000
Injustice™ 2,https://store.steampowered.com/app/627270/Injustice_2/?snr=1_7_7_230_150_46,59.99,14488,86,"['Fighting', 'Action', 'Superhero', 'Multiplayer', 'Local Multiplayer', '2D Fighter', 'Singleplayer', 'Comic Book', 'Story Rich', 'Arcade', 'Character Customization', 'Violent', 'Competitive', 'Controller', 'Online Co-Op', ""Beat 'em up"", 'Difficult', '2.5D', 'Sexual Content', 'Great Soundtrack']",5000-25000
The Guild 3,https://store.steampowered.com/app/311260/The_Guild_3/?snr=1_7_7_230_150_46,14.99,6420,50,"['Life Sim', 'Economy', 'Medieval', 'Simulation', 'Strategy', 'RPG', 'Multiplayer', 'Open World', 'Sandbox', 'Building', 'Singleplayer', 'Politics', 'Survival', 'Management', 'Trading', 'Resource Management', 'Historical', 'Early Access', 'RTS', 'Adventure']",5000-25000
Tiny Rogues,https://store.steampowered.com/app/2088570/Tiny_Rogues/?snr=1_7_7_230_150_46,4.99,6785,96,"['Action Roguelike', 'Bullet Hell', 'Top-Down Shooter', 'Replay Value', 'Difficult', 'Dungeon Crawler', 'Roguelite', 'Roguelike', 'Action-Adventure', 'Top-Down', '1980s', 'Fantasy', 'Adventure', 'Singleplayer', 'Pixel Graphics', 'RPG', 'Combat', 'Early Access', '2D', 'Indie']",5000-25000
Persona® 5 Strikers,https://store.steampowered.com/app/1382330/Persona_5_Strikers/?snr=1_7_7_230_150_46,59.99,10943,78,"['Anime', 'Hack and Slash', 'Great Soundtrack', 'JRPG', 'Adventure', 'Story Rich', 'Singleplayer', 'RPG', 'Action', 'Action-Adventure', 'Third Person', '3D', 'Musou', 'Action RPG', 'Colorful', 'Atmospheric', '3D Platformer', 'Funny', 'Simulation', '2D']",5000-25000
Serious Sam 4,https://store.steampowered.com/app/257420/Serious_Sam_4/?snr=1_7_7_230_150_46,18.99,12972,89,"['Action', 'Gore', 'FPS', 'Co-op', 'Shooter', 'Violent', 'Multiplayer', 'Adventure', 'Comedy', 'Singleplayer', 'Great Soundtrack', 'Fast-Paced', 'Blood', 'First-Person', 'Classic', 'Indie', 'Difficult', 'Arena Shooter', 'Open World', 'Third-Person Shooter']",5000-25000
Farming Simulator 15,https://store.steampowered.com/app/313160/Farming_Simulator_15/?snr=1_7_7_230_150_46,5.29,12510,95,"['Farming Sim', 'Automobile Sim', 'Simulation', 'Multiplayer', 'Open World', 'Agriculture', 'Moddable', 'Singleplayer', 'Realistic', 'Co-op', 'Relaxing', 'Driving', 'Economy', 'Physics', 'Management', 'Sandbox', 'Mod', 'Strategy', 'Online Co-Op', 'Family Friendly']",5000-25000
Battle Brothers,https://store.steampowered.com/app/365360/Battle_Brothers/?snr=1_7_7_230_150_46,14.99,19958,88,"['Strategy', 'RPG', 'Medieval', 'Open World', 'War', 'Sandbox', 'Turn-Based Strategy', 'Character Customization', 'Turn-Based Tactics', 'Action', 'Tactical', 'Simulation', 'Tactical RPG', 'Replay Value', 'Moddable', 'Turn-Based Combat', 'Turn-Based', 'Historical', 'Singleplayer', 'Adventure']",5000-25000
Battle Brothers,https://store.steampowered.com/app/365360/Battle_Brothers/?snr=1_7_7_230_150_47,14.99,19958,88,"['Strategy', 'RPG', 'Medieval', 'Open World', 'War', 'Sandbox', 'Turn-Based Strategy', 'Character Customization', 'Turn-Based Tactics', 'Action', 'Tactical', 'Simulation', 'Tactical RPG', 'Replay Value', 'Moddable', 'Turn-Based Combat', 'Turn-Based', 'Historical', 'Singleplayer', 'Adventure']",5000-25000
Fallout: A Post Nuclear Role Playing Game,https://store.steampowered.com/app/38400/Fallout_A_Post_Nuclear_Role_Playing_Game/?snr=1_7_7_230_150_47,5.99,12760,97,"['RPG', 'Post-apocalyptic', 'Classic', 'Open World', 'Isometric', 'Turn-Based', 'Turn-Based Combat', 'Singleplayer', 'Sci-fi', 'Atmospheric', 'Multiple Endings', ""1990's"", 'Retro', 'CRPG', 'Adventure', 'Exploration', '2D', 'Difficult', 'Tactical', 'Sandbox']",5000-25000
Mini Motorways,https://store.steampowered.com/app/1127500/Mini_Motorways/?snr=1_7_7_230_150_47,5.79,18409,98,"['Strategy', 'Simulation', 'Casual', 'Indie', 'Management', 'Minimalist', 'Puzzle', 'Relaxing', 'Transportation', 'Building', 'Stylized', 'Singleplayer', 'Top-Down', 'Beautiful', 'City Builder', 'Family Friendly', 'Great Soundtrack', 'Resource Management', 'Touch-Friendly', 'Multiplayer']",5000-25000
High On Life,https://store.steampowered.com/app/1583230/High_On_Life/?snr=1_7_7_230_150_47,18.99,14193,87,"['Comedy', 'FPS', 'Singleplayer', 'Adventure', 'Dark Humor', 'Action-Adventure', 'Sci-fi', 'Sexual Content', 'Shooter', 'First-Person', 'Action', 'Violent', 'Story Rich', 'Gore', 'Colorful', 'Combat', 'Open World', 'Nudity', 'NSFW', 'Psychological Horror']",5000-25000
Choo-Choo Charles,https://store.steampowered.com/app/1766740/ChooChoo_Charles/?snr=1_7_7_230_150_47,19.99,13071,87,"['Survival Horror', 'Horror', 'Open World', 'First-Person', 'Singleplayer', 'Trains', 'Shooter', 'Dark', '3D', 'Action-Adventure', 'FPS', 'Adventure', 'Atmospheric', 'Indie', 'Psychological Horror', 'Action', 'Choices Matter', 'Thriller', 'Hand-drawn', 'Sexual Content']",5000-25000
Labyrinthine,https://store.steampowered.com/app/1302240/Labyrinthine/?snr=1_7_7_230_150_47,9.99,11820,65,"['Horror', 'Online Co-Op', 'Co-op', 'Psychological Horror', 'Puzzle', 'Procedural Generation', 'Multiplayer', 'Supernatural', 'First-Person', 'Controller', 'Character Customization', 'Atmospheric', 'Action-Adventure', 'PvE', 'Co-op Campaign', 'Realistic', 'Team-Based', 'Action', 'Lovecraftian', 'Roguelite']",5000-25000
Monster Hunter Stories 2: Wings of Ruin,https://store.steampowered.com/app/1277400/Monster_Hunter_Stories_2_Wings_of_Ruin/?snr=1_7_7_230_150_47,29.99,10483,60,"['RPG', 'Adventure', 'JRPG', 'Exploration', '3D', 'Cartoony', 'Dragons', 'Third Person', 'Fantasy', 'Creature Collector', 'Loot', 'Turn-Based', 'Character Customization', 'PvE', 'Emotional', 'PvP', 'Story Rich', 'Multiplayer', 'Online Co-Op', 'Hunting']",5000-25000
The Mortuary Assistant,https://store.steampowered.com/app/1295920/The_Mortuary_Assistant/?snr=1_7_7_230_150_47,12.49,5141,90,"['Horror', 'Supernatural', 'Demons', 'Mystery', 'Atmospheric', 'Surreal', 'Simulation', 'Adventure', 'Singleplayer', 'First-Person', 'Indie', 'Dark', 'Exploration', '3D', 'Realistic', 'Multiplayer', 'Thriller', 'Hidden Object', 'Female Protagonist', 'Medical Sim']",5000-25000
Far Cry®,https://store.steampowered.com/app/13520/Far_Cry/?snr=1_7_7_230_150_47,7.99,8250,75,"['FPS', 'Action', 'Classic', 'Shooter', 'Open World', 'First-Person', 'Singleplayer', 'Difficult', 'Stealth', 'Multiplayer', 'Adventure', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Horror', 'Sandbox', 'Co-op', 'Great Soundtrack', 'Survival', 'Zombies']",5000-25000
Surviving Mars,https://store.steampowered.com/app/464920/Surviving_Mars/?snr=1_7_7_230_150_47,17.99,15137,80,"['Colony Sim', 'City Builder', 'Strategy', 'Survival', 'Space', 'Base Building', 'Mars', 'Simulation', 'Sci-fi', 'Resource Management', 'Singleplayer', 'Building', 'Management', 'Sandbox', 'Space Sim', 'Futuristic', 'Open World', 'RTS', 'Great Soundtrack', 'Moddable']",5000-25000
Fallout 2: A Post Nuclear Role Playing Game,https://store.steampowered.com/app/38410/Fallout_2_A_Post_Nuclear_Role_Playing_Game/?snr=1_7_7_230_150_47,5.99,11099,92,"['RPG', 'Post-apocalyptic', 'Classic', 'Isometric', 'Open World', 'Turn-Based Combat', 'Turn-Based', 'Singleplayer', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Retro', 'CRPG', 'Exploration', 'Great Soundtrack', 'Dark Humor', 'Replay Value', 'Adventure', 'Sandbox', '2D']",5000-25000
The Quarry,https://store.steampowered.com/app/1577120/The_Quarry/?snr=1_7_7_230_150_47,59.99,7865,85,"['Choices Matter', 'Horror', 'Multiple Endings', 'Multiplayer', 'Cinematic', 'Quick-Time Events', 'Story Rich', 'Gore', 'Thriller', 'Sexual Content', 'Adventure', 'Singleplayer', 'Realistic', 'Violent', 'Narrative', 'Survival Horror', 'Nudity', 'Blood', 'Perma Death', 'Psychological Horror']",5000-25000
Teenage Mutant Ninja Turtles: Shredder's Revenge,https://store.steampowered.com/app/1361510/Teenage_Mutant_Ninja_Turtles_Shredders_Revenge/?snr=1_7_7_230_150_48,12.49,11193,95,"[""Beat 'em up"", 'Multiplayer', 'Pixel Graphics', 'Side Scroller', 'Co-op Campaign', '2D', 'Action-Adventure', 'Ninja', 'Martial Arts', 'Arcade', 'Action', 'Indie', 'Colorful', 'Cartoon', 'Family Friendly', 'Comic Book', 'Singleplayer', 'Adventure', 'Atmospheric', 'Comedy']",5000-25000
The Outer Worlds,https://store.steampowered.com/app/578650/The_Outer_Worlds/?snr=1_7_7_230_150_48,29.99,21233,81,"['Open World', 'Action RPG', 'RPG', 'Exploration', 'FPS', 'Adventure', 'Singleplayer', 'Story Rich', 'Choices Matter', 'Sci-fi', 'First-Person', 'Shooter', 'Space', 'Action', 'Character Customization', 'PvE', 'Comedy', 'Action-Adventure', 'Colorful', 'Funny']",5000-25000
Microsoft Flight Simulator X: Steam Edition,https://store.steampowered.com/app/314160/Microsoft_Flight_Simulator_X_Steam_Edition/?snr=1_7_7_230_150_48,24.99,21566,81,"['Flight', 'Simulation', 'Realistic', 'Open World', 'Multiplayer', 'Singleplayer', 'Moddable', 'Adventure', 'First-Person', 'Atmospheric', 'VR', 'Action', 'Difficult', 'Massively Multiplayer', 'Co-op', 'Military', 'Third Person', 'Strategy', 'Local Multiplayer', 'Sandbox']",5000-25000
Devil May Cry HD Collection,https://store.steampowered.com/app/631510/Devil_May_Cry_HD_Collection/?snr=1_7_7_230_150_48,22.49,8207,96,"['Action', 'Hack and Slash', 'Great Soundtrack', 'Character Action Game', 'Difficult', 'Classic', 'Singleplayer', 'Spectacle fighter', 'Demons', 'Stylized', 'Violent', 'Third Person', 'Gore', 'Atmospheric', 'Story Rich', 'Fast-Paced', 'Adventure', 'Gothic', ""Beat 'em up"", 'Anime']",5000-25000
DYSMANTLE,https://store.steampowered.com/app/846770/DYSMANTLE/?snr=1_7_7_230_150_48,19.99,9265,85,"['Survival', 'Open World', 'Crafting', 'Zombies', 'RPG', 'Base Building', 'Adventure', 'Exploration', 'Action', 'Destruction', 'Top-Down', 'Indie', 'Fishing', 'Dystopian', 'Hunting', 'Sandbox', 'Loot', 'Agriculture', 'Simulation', 'Atmospheric']",5000-25000
Sniper: Ghost Warrior 2,https://store.steampowered.com/app/34870/Sniper_Ghost_Warrior_2/?snr=1_7_7_230_150_48,5.79,12632,73,"['Sniper', 'Action', 'FPS', 'Multiplayer', 'Shooter', 'Stealth', 'Singleplayer', 'First-Person', 'Military', 'Tactical', 'Open World', 'Co-op', 'Adventure', 'Strategy', 'Online Co-Op', 'Bullet Time', 'Simulation', 'Controller', 'Difficult', 'Atmospheric']",5000-25000
Five Nights at Freddy's 4,https://store.steampowered.com/app/388090/Five_Nights_at_Freddys_4/?snr=1_7_7_230_150_48,7.99,12384,87,"['Horror', 'Survival Horror', 'Singleplayer', 'Robots', 'First-Person', 'Dark', 'Difficult', 'Point & Click', 'Psychological Horror', 'Survival', 'Strategy', 'Indie', 'Story Rich', 'Atmospheric', 'Action', 'Family Friendly', 'Jump Scare', 'Simulation', 'Animation & Modeling', 'Illuminati']",5000-25000
Metal: Hellsinger,https://store.steampowered.com/app/1061910/Metal_Hellsinger/?snr=1_7_7_230_150_48,14.99,11631,92,"['Rhythm', 'FPS', 'Atmospheric', 'Singleplayer', 'Music', 'Action', 'Shooter', 'Demons', 'Combat', 'First-Person', 'Female Protagonist', 'Adventure', 'Score Attack', '3D', 'Stylized', 'Cinematic', 'Dark Fantasy', 'Dark', 'Narration', 'Fantasy']",5000-25000
Desperados III,https://store.steampowered.com/app/610370/Desperados_III/?snr=1_7_7_230_150_49,18.99,9089,100,"['Strategy', 'Real Time Tactics', 'Stealth', 'Western', 'Tactical', 'Isometric', 'Singleplayer', 'Assassin', 'Difficult', 'Third Person', 'Action', 'Atmospheric', 'Historical', 'Violent', 'Adventure', 'Indie', 'Top-Down', 'Survival', 'Great Soundtrack', 'RTS']",5000-25000
Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,https://store.steampowered.com/app/1922560/Plants_vs_Zombies_Garden_Warfare_2_Deluxe_Edition/?snr=1_7_7_230_150_49,29.99,19835,88,"['Zombies', 'Third-Person Shooter', 'Hero Shooter', 'PvP', 'Funny', 'Character Customization', 'Action', 'Shooter', 'Team-Based', 'Third Person', 'Casual', 'Controller', 'Cute', 'Colorful', 'Multiplayer', 'War', 'Combat', 'Cartoon', 'Atmospheric', 'Co-op']",5000-25000
Mindustry,https://store.steampowered.com/app/1127400/Mindustry/?snr=1_7_7_230_150_49,9.99,16138,95,"['Base Building', 'Tower Defense', 'Resource Management', 'Strategy', 'Automation', 'Multiplayer', 'Sandbox', 'Building', 'Co-op', '2D', 'Online Co-Op', 'RTS', 'Pixel Graphics', 'Singleplayer', 'PvE', 'Indie', 'Survival', 'PvP', 'Management', 'Action']",5000-25000
Florence,https://store.steampowered.com/app/1102130/Florence/?snr=1_7_7_230_150_49,3.79,10968,90,"['Indie', 'Casual', 'Adventure', 'Romance', 'Story Rich', 'Cute', 'Female Protagonist', 'Drama', 'Singleplayer', 'Music', 'Interactive Fiction', 'Visual Novel', 'Short', 'Stylized', 'Narrative', 'Family Friendly', 'Point & Click', 'Colorful', '2D', 'Dating Sim']",5000-25000
Wingspan,https://store.steampowered.com/app/1054490/Wingspan/?snr=1_7_7_230_150_49,10.49,7309,91,"['Building', 'Board Game', 'Card Game', 'Relaxing', 'Strategy', 'Wholesome', 'Nature', 'Casual', 'Cute', 'Turn-Based Strategy', 'Tabletop', 'PvP', 'Singleplayer', 'Resource Management', 'Economy', 'Local Multiplayer', '2D', 'Co-op', 'Local Co-Op', 'Multiplayer']",5000-25000
Madden NFL 24,https://store.steampowered.com/app/2140330/Madden_NFL_24/?snr=1_7_7_230_150_49,69.99,6459,46,"['Sports', 'Simulation', 'Football (American)', 'Strategy', 'PvP', 'Multiplayer', 'Co-op', 'Singleplayer', 'Local Multiplayer', 'Local Co-Op']",5000-25000
Caves of Qud,https://store.steampowered.com/app/333640/Caves_of_Qud/?snr=1_7_7_230_150_49,10.49,6695,91,"['Early Access', 'Simulation', 'Indie', 'Singleplayer', 'Pixel Graphics', 'Traditional Roguelike', 'Roguelike', 'Survival', 'Character Customization', 'Story Rich', 'Difficult', 'CRPG', 'RPG', 'Perma Death', 'Turn-Based Combat', 'Roguelite', 'Strategy RPG', 'Moddable', 'Strategy', 'Lore-Rich']",5000-25000
Craft The World,https://store.steampowered.com/app/248390/Craft_The_World/?snr=1_7_7_230_150_49,9.89,13150,84,"['Crafting', 'Dwarf', 'Colony Sim', 'Building', 'Sandbox', 'Survival', 'Open World', 'Strategy', 'Indie', 'Simulation', 'RPG', 'City Builder', '2D', 'Multiplayer', 'Singleplayer', 'Resource Management', 'Fantasy', 'Adventure', 'God Game', 'Tower Defense']",5000-25000
Hellish Quart,https://store.steampowered.com/app/1000360/Hellish_Quart/?snr=1_7_7_230_150_49,8.99,5883,78,"['Fighting', 'Action', 'Physics', 'Swordplay', 'Historical', '3D Fighter', 'Martial Arts', 'Arcade', 'Medieval', 'Realistic', 'PvP', 'Character Customization', 'VR', 'Third Person', 'PvE', 'Gore', 'Combat', 'Local Multiplayer', 'Singleplayer', 'Early Access']",5000-25000
ENDLESS™ Legend,https://store.steampowered.com/app/289130/ENDLESS_Legend/?snr=1_7_7_230_150_50,24.99,13860,83,"['Strategy', '4X', 'Turn-Based', 'Turn-Based Strategy', 'Fantasy', 'Hex Grid', 'Multiplayer', 'RPG', 'Singleplayer', 'Great Soundtrack', 'Sci-fi', 'Indie', 'Tactical', 'Grand Strategy', 'Adventure', 'Medieval', 'Atmospheric', 'Exploration', 'Open World', 'Sandbox']",5000-25000
Divinity: Original Sin - Enhanced Edition,https://store.steampowered.com/app/373420/Divinity_Original_Sin__Enhanced_Edition/?snr=1_7_7_230_150_50,22.99,21568,88,"['RPG', 'Turn-Based', 'Co-op', 'Adventure', 'Fantasy', 'Party-Based RPG', 'Strategy', 'Story Rich', 'Turn-Based Combat', 'Character Customization', 'CRPG', 'Open World', 'Singleplayer', 'Local Co-Op', 'Isometric', 'Multiplayer', 'Indie', 'Turn-Based Strategy', 'Great Soundtrack', 'Split Screen']",5000-25000
Papa's Freezeria Deluxe,https://store.steampowered.com/app/2291760/Papas_Freezeria_Deluxe/?snr=1_7_7_230_150_50,3.59,7729,99,"['Cooking', 'Time Management', 'Simulation', 'Casual', 'Strategy', 'Job Simulator', 'Character Customization', 'Management', 'Singleplayer', 'Indie', '2D', 'Nostalgia', 'Cult Classic', 'Classic', 'Family Friendly', 'Psychological Horror', 'Colorful', 'Cute', 'Action', 'Funny']",5000-25000
Tavern Master,https://store.steampowered.com/app/1525700/Tavern_Master/?snr=1_7_7_230_150_50,7.99,8337,91,"['Management', 'Simulation', 'Building', 'Medieval', 'Resource Management', 'Strategy', 'Indie', 'City Builder', 'Relaxing', 'Top-Down', 'Singleplayer', 'Time Management', 'Atmospheric', 'Crafting', 'Stylized', 'Historical', '3D', 'Adventure', 'Dungeons & Dragons', 'Casual']",5000-25000
In Silence,https://store.steampowered.com/app/1361000/In_Silence/?snr=1_7_7_230_150_50,5.79,9073,63,"['Horror', 'Multiplayer', 'Online Co-Op', 'Survival Horror', 'Co-op', 'Psychological Horror', 'Survival', 'Stealth', 'Action', 'Singleplayer', 'First-Person', 'Social Deduction', 'PvP', 'Atmospheric', 'Dark', 'Strategy', 'Adventure', 'Puzzle', 'Gore', 'Mystery']",5000-25000
The Walking Dead: Saints & Sinners,https://store.steampowered.com/app/916840/The_Walking_Dead_Saints__Sinners/?snr=1_7_7_230_150_50,39.99,6947,72,"['VR', 'Zombies', 'Action', 'Gore', 'Adventure', 'Horror', 'Survival Horror', 'Shooter', 'Violent', 'Survival', 'Singleplayer', 'RPG', 'Choices Matter', 'Indie', 'Simulation', 'Strategy', 'Open World', 'First-Person', 'FPS', 'Multiplayer']",5000-25000
Just Shapes & Beats,https://store.steampowered.com/app/531510/Just_Shapes__Beats/?snr=1_7_7_230_150_50,8.99,17944,96,"['Rhythm', 'Great Soundtrack', 'Music', 'Bullet Hell', 'Difficult', 'Multiplayer', '2D', 'Indie', 'Action', 'Co-op', 'Singleplayer', 'Local Multiplayer', 'Online Co-Op', 'Local Co-Op', 'Fast-Paced', '4 Player Local', 'Story Rich', 'Colorful', 'Funny', 'Strategy']",5000-25000
Call of Duty®: Ghosts,https://store.steampowered.com/app/209160/Call_of_Duty_Ghosts/?snr=1_7_7_230_150_50,59.99,11061,88,"['Dog', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'First-Person', 'Singleplayer', 'Military', 'War', 'Co-op', 'Online Co-Op', 'America', 'Linear', 'Fast-Paced', 'Hacking', 'Survival Horror', 'Tactical', 'Futuristic', 'Team-Based', 'Competitive']",5000-25000
100% Orange Juice,https://store.steampowered.com/app/282800/100_Orange_Juice/?snr=1_7_7_230_150_50,3.99,13927,91,"['Anime', 'Board Game', 'Cute', 'Multiplayer', 'Strategy', 'Card Game', 'Turn-Based', 'Indie', 'Casual', 'Funny', 'Great Soundtrack', 'Co-op', 'Singleplayer', 'Female Protagonist', 'Difficult', '2D', 'Memes', 'Family Friendly', 'Comedy', 'Survival Horror']",5000-25000
SCARLET NEXUS,https://store.steampowered.com/app/775500/SCARLET_NEXUS/?snr=1_7_7_230_150_50,44.99,12007,80,"['Action', 'Anime', 'RPG', 'JRPG', 'Adventure', 'Action RPG', 'Sci-fi', 'Action-Adventure', 'Combat', 'Character Action Game', 'Open World', 'Fighting', 'Interactive Fiction', 'Fantasy', 'Futuristic', 'Character Customization', 'Singleplayer', 'Strategy RPG', 'Hack and Slash', 'CRPG']",5000-25000
Assassin’s Creed® Rogue,https://store.steampowered.com/app/311560/Assassins_Creed_Rogue/?snr=1_7_7_230_150_51,15.99,14914,87,"['Open World', 'Assassin', 'Action', 'Parkour', 'Stealth', 'Third Person', 'Adventure', 'Historical', 'Singleplayer', 'Cinematic', 'Pirates', 'Atmospheric', 'Story Rich', 'Action-Adventure', 'Quick-Time Events', 'Puzzle', 'Simulation', 'Co-op', 'Naval', 'Linear']",5000-25000
Feed and Grow: Fish,https://store.steampowered.com/app/429050/Feed_and_Grow_Fish/?snr=1_7_7_230_150_51,14.99,15268,73,"['Simulation', 'Underwater', 'Survival', 'Multiplayer', 'Early Access', 'Action', 'Open World', 'Indie', 'Singleplayer', 'Adventure', 'Colorful', 'Funny', 'Fishing', 'Sandbox', 'Co-op', 'Cute', 'Realistic', 'Strategy', 'Atmospheric', 'Great Soundtrack']",5000-25000
LEGO® Batman™ 3: Beyond Gotham,https://store.steampowered.com/app/313690/LEGO_Batman_3_Beyond_Gotham/?snr=1_7_7_230_150_51,19.99,5449,81,"['LEGO', 'Adventure', 'Action', 'Multiplayer', 'Open World', 'Superhero', 'Local Co-Op', 'Funny', 'Space', 'Co-op', 'Comedy', 'Family Friendly', 'Third Person', 'Singleplayer', 'Puzzle', 'Controller', 'Comic Book', 'Sandbox', 'Split Screen', 'Online Co-Op']",5000-25000
Partisans 1941,https://store.steampowered.com/app/1227530/Partisans_1941/?snr=1_7_7_230_150_51,14.99,6420,88,"['Strategy', 'Real Time Tactics', 'World War II', 'Stealth', 'Tactical', 'Singleplayer', 'Isometric', 'Indie', 'War', 'Historical', 'Tactical RPG', 'Strategy RPG', 'Assassin', 'Atmospheric', 'Difficult', 'Character Customization', 'Action', '3D', 'Combat', 'Third Person']",5000-25000
Coffee Talk,https://store.steampowered.com/app/914800/Coffee_Talk/?snr=1_7_7_230_150_51,7.29,8845,94,"['Conversation', 'Pixel Graphics', 'Visual Novel', 'Atmospheric', 'Relaxing', 'Story Rich', 'Interactive Fiction', 'LGBTQ+', 'Casual', 'Choices Matter', 'Singleplayer', 'Multiple Endings', 'Simulation', 'Emotional', 'Anime', 'Fantasy', 'Indie', 'Philosophical', 'Experimental', 'Crafting']",5000-25000
Touhou Mystia's Izakaya,https://store.steampowered.com/app/1584090/Touhou_Mystias_Izakaya/?snr=1_7_7_230_150_51,5.99,18697,96,"['Pixel Graphics', 'Casual', 'Simulation', 'RPG', 'Time Management', 'Faith', 'Comedy', 'Anime', 'JRPG', '2D', 'Cooking', 'Clicker', 'Drama', 'Cartoon', 'Story Rich', 'Capitalism', 'Female Protagonist', 'Old School', ""1990's"", 'Economy']",5000-25000
Magicraft,https://store.steampowered.com/app/2103140/Magicraft/?snr=1_7_7_230_150_51,5.79,5798,89,"['Roguelike', 'RPG', 'Bullet Hell', 'Roguelite', 'Procedural Generation', 'Deckbuilding', 'Lovecraftian', 'Top-Down', 'Adventure', 'Singleplayer', 'Indie', 'Magic', 'Action', 'Looter Shooter', 'Crafting', 'Co-op', 'Multiplayer', 'Early Access', 'Traditional Roguelike', 'Addictive']",5000-25000
WORLD OF HORROR,https://store.steampowered.com/app/913740/WORLD_OF_HORROR/?snr=1_7_7_230_150_51,10.49,8108,82,"['Horror', 'Lovecraftian', 'Pixel Graphics', 'Survival Horror', 'Point & Click', 'Roguelite', 'Psychological Horror', 'Unforgiving', '2D', 'RPG', 'Roguelike', 'Turn-Based Combat', 'Survival', 'Anime', 'Card Game', 'Atmospheric', 'Mystery', 'Moddable', 'Adventure', 'Singleplayer']",5000-25000
Drift86,https://store.steampowered.com/app/1070580/Drift86/?snr=1_7_7_230_150_51,1.49,5142,81,"['Racing', 'Multiplayer', 'Automobile Sim', 'Casual', 'Indie', 'Arcade', 'Singleplayer', 'Controller', 'Third Person', 'Simulation', 'Relaxing', 'Retro', 'Colorful', 'Short', 'Great Soundtrack', 'Action', 'Local Multiplayer', 'Score Attack', 'Family Friendly', 'Runner']",5000-25000
The Riftbreaker,https://store.steampowered.com/app/780310/The_Riftbreaker/?snr=1_7_7_230_150_52,14.99,14849,78,"['Base Building', 'Tower Defense', 'Survival', 'Strategy', 'Hack and Slash', 'Crafting', 'Resource Management', 'Sci-fi', 'Building', 'Action RPG', 'Exploration', 'Adventure', 'RPG', 'Isometric', 'Simulation', 'Loot', 'Sandbox', 'Action', 'Mechs', 'Atmospheric']",5000-25000
WolfQuest: Anniversary Edition,https://store.steampowered.com/app/926990/WolfQuest_Anniversary_Edition/?snr=1_7_7_230_150_52,10.49,6747,96,"['Early Access', 'Life Sim', 'Survival', 'Multiplayer', 'Open World', 'Co-op', 'Nature', 'Online Co-Op', 'PvE', 'RPG', 'Realistic', 'Hunting', 'Education', 'Exploration', 'Action', 'Singleplayer', 'Simulation', 'Immersive Sim', 'Action RPG', 'Action-Adventure']",5000-25000
